set_id,session_id,exercise_name,exercise_category,set_number,reps,weight_lb,distance_yards,duration_seconds,jump_count,perceived_difficulty_1_10,notes
404,79,Romanian Deadlift,lower_strength,1,8.0,200.9,,,,9,
405,79,Romanian Deadlift,lower_strength,2,8.0,254.8,,,,9,
406,79,Romanian Deadlift,lower_strength,3,8.0,118.0,,,,9,
407,79,Bulgarian Split Squat,lower_strength,1,8.0,124.9,,,,8,
408,79,Bulgarian Split Squat,lower_strength,2,8.0,186.3,,,,9,
409,79,Bulgarian Split Squat,lower_strength,3,8.0,158.9,,,,8,
410,79,Seated Calf Raise,lower_strength,1,10.0,210.6,,,,9,
411,79,Seated Calf Raise,lower_strength,2,10.0,158.2,,,,7,
412,79,Seated Calf Raise,lower_strength,3,10.0,201.1,,,,7,
413,80,Hitting Lines,volleyball,1,30.0,,,1800.0,,4,
414,80,Serve Receive,volleyball,1,20.0,,,1200.0,,5,
415,80,Gameplay,volleyball,1,60.0,,,3600.0,,4,
416,82,Romanian Deadlift,lower_strength,1,8.0,99.5,,,,7,
417,82,Romanian Deadlift,lower_strength,2,8.0,153.5,,,,7,
418,82,Romanian Deadlift,lower_strength,3,8.0,171.3,,,,7,
419,82,Bulgarian Split Squat,lower_strength,1,8.0,186.3,,,,9,
420,82,Bulgarian Split Squat,lower_strength,2,8.0,140.6,,,,8,
421,82,Bulgarian Split Squat,lower_strength,3,8.0,153.5,,,,8,
422,82,Seated Calf Raise,lower_strength,1,10.0,123.7,,,,6,
423,82,Seated Calf Raise,lower_strength,2,10.0,152.1,,,,10,
424,82,Seated Calf Raise,lower_strength,3,10.0,134.0,,,,6,
425,83,Approach Jumps,plyometric,1,4.0,,,,4.0,8,
426,83,Approach Jumps,plyometric,2,4.0,,,,4.0,10,
427,83,Approach Jumps,plyometric,3,4.0,,,,4.0,7,
428,83,Approach Jumps,plyometric,4,4.0,,,,4.0,10,
429,83,Depth Jumps,plyometric,1,5.0,,,,5.0,10,
430,83,Depth Jumps,plyometric,2,5.0,,,,5.0,8,
431,83,Depth Jumps,plyometric,3,5.0,,,,5.0,10,
432,83,Seated Box Jumps,plyometric,1,5.0,,,,5.0,9,
433,83,Seated Box Jumps,plyometric,2,5.0,,,,5.0,9,
434,83,Seated Box Jumps,plyometric,3,5.0,,,,5.0,8,
435,84,Serve Receive,volleyball,1,20.0,,,1200.0,,8,
436,84,Gameplay,volleyball,1,60.0,,,3600.0,,7,
437,85,Spanish Squat Iso Hold,isometric,1,,,,30.0,,1,
438,85,Spanish Squat Iso Hold,isometric,2,,,,30.0,,1,
439,85,Spanish Squat Iso Hold,isometric,3,,,,30.0,,1,
440,85,Calf Iso Hold,isometric,1,,,,30.0,,5,
441,85,Calf Iso Hold,isometric,2,,,,30.0,,1,
442,85,Calf Iso Hold,isometric,3,,,,30.0,,1,
443,86,Back Squat,lower_strength,1,6.0,208.5,,,,7,
444,86,Back Squat,lower_strength,2,6.0,132.5,,,,8,
445,86,Back Squat,lower_strength,3,6.0,160.8,,,,7,
446,86,Romanian Deadlift,lower_strength,1,8.0,143.7,,,,7,
447,86,Romanian Deadlift,lower_strength,2,8.0,235.1,,,,6,
448,86,Romanian Deadlift,lower_strength,3,8.0,113.7,,,,5,
449,86,Bulgarian Split Squat,lower_strength,1,8.0,135.6,,,,8,
450,86,Bulgarian Split Squat,lower_strength,2,8.0,213.5,,,,7,
451,86,Bulgarian Split Squat,lower_strength,3,8.0,180.1,,,,5,
452,86,Seated Calf Raise,lower_strength,1,10.0,99.3,,,,9,
453,86,Seated Calf Raise,lower_strength,2,10.0,179.8,,,,8,
454,86,Seated Calf Raise,lower_strength,3,10.0,134.3,,,,6,
455,87,Hitting Lines,volleyball,1,30.0,,,1800.0,,8,
456,87,Gameplay,volleyball,1,60.0,,,3600.0,,8,
457,89,Back Squat,lower_strength,1,6.0,211.3,,,,7,
458,89,Back Squat,lower_strength,2,6.0,143.4,,,,4,
459,89,Back Squat,lower_strength,3,6.0,145.0,,,,6,
460,89,Romanian Deadlift,lower_strength,1,8.0,146.0,,,,6,
461,89,Romanian Deadlift,lower_strength,2,8.0,87.9,,,,6,
462,89,Romanian Deadlift,lower_strength,3,8.0,178.6,,,,5,
463,89,Seated Calf Raise,lower_strength,1,10.0,173.0,,,,7,
464,89,Seated Calf Raise,lower_strength,2,10.0,134.5,,,,6,
465,89,Seated Calf Raise,lower_strength,3,10.0,112.9,,,,6,
466,90,Pogos,plyometric,1,20.0,,,,20.0,8,
467,90,Pogos,plyometric,2,20.0,,,,20.0,9,
468,90,Pogos,plyometric,3,20.0,,,,20.0,10,
469,90,Seated Box Jumps,plyometric,1,5.0,,,,5.0,10,
470,90,Seated Box Jumps,plyometric,2,5.0,,,,5.0,9,
471,90,Seated Box Jumps,plyometric,3,5.0,,,,5.0,8,
472,91,Hitting Lines,volleyball,1,30.0,,,1800.0,,6,
473,91,Serve Receive,volleyball,1,20.0,,,1200.0,,7,
474,91,Gameplay,volleyball,1,60.0,,,3600.0,,9,
475,92,Spanish Squat Iso Hold,isometric,1,,,,30.0,,1,
476,92,Spanish Squat Iso Hold,isometric,2,,,,30.0,,2,
477,92,Spanish Squat Iso Hold,isometric,3,,,,30.0,,1,
478,93,Back Squat,lower_strength,1,6.0,199.5,,,,6,
479,93,Back Squat,lower_strength,2,6.0,199.1,,,,8,
480,93,Back Squat,lower_strength,3,6.0,71.3,,,,5,
481,93,Trap Bar Deadlift,lower_strength,1,5.0,178.0,,,,7,
482,93,Trap Bar Deadlift,lower_strength,2,5.0,150.8,,,,6,
483,93,Trap Bar Deadlift,lower_strength,3,5.0,253.1,,,,6,
484,93,Romanian Deadlift,lower_strength,1,8.0,201.9,,,,5,
485,93,Romanian Deadlift,lower_strength,2,8.0,128.6,,,,6,
486,93,Romanian Deadlift,lower_strength,3,8.0,140.5,,,,5,
487,94,Hitting Lines,volleyball,1,30.0,,,1800.0,,8,
488,94,Serve Receive,volleyball,1,20.0,,,1200.0,,9,
489,94,Gameplay,volleyball,1,60.0,,,3600.0,,6,
490,96,Back Squat,lower_strength,1,6.0,128.8,,,,6,
491,96,Back Squat,lower_strength,2,6.0,160.5,,,,9,
492,96,Back Squat,lower_strength,3,6.0,196.6,,,,5,
493,96,Romanian Deadlift,lower_strength,1,8.0,203.3,,,,8,
494,96,Romanian Deadlift,lower_strength,2,8.0,111.9,,,,8,
495,96,Romanian Deadlift,lower_strength,3,8.0,170.1,,,,7,
496,96,Bulgarian Split Squat,lower_strength,1,8.0,77.5,,,,7,
497,96,Bulgarian Split Squat,lower_strength,2,8.0,144.7,,,,7,
498,96,Bulgarian Split Squat,lower_strength,3,8.0,158.2,,,,6,
499,96,Seated Calf Raise,lower_strength,1,10.0,196.6,,,,8,
500,96,Seated Calf Raise,lower_strength,2,10.0,157.4,,,,9,
501,96,Seated Calf Raise,lower_strength,3,10.0,229.1,,,,8,
502,97,Approach Jumps,plyometric,1,4.0,,,,4.0,6,
503,97,Approach Jumps,plyometric,2,4.0,,,,4.0,7,
504,97,Approach Jumps,plyometric,3,4.0,,,,4.0,5,
505,97,Approach Jumps,plyometric,4,4.0,,,,4.0,5,
506,97,Pogos,plyometric,1,20.0,,,,20.0,7,
507,97,Pogos,plyometric,2,20.0,,,,20.0,5,
508,97,Pogos,plyometric,3,20.0,,,,20.0,6,
509,97,Depth Jumps,plyometric,1,5.0,,,,5.0,7,
510,97,Depth Jumps,plyometric,2,5.0,,,,5.0,6,
511,97,Depth Jumps,plyometric,3,5.0,,,,5.0,8,
512,97,Seated Box Jumps,plyometric,1,5.0,,,,5.0,7,
513,97,Seated Box Jumps,plyometric,2,5.0,,,,5.0,8,
514,97,Seated Box Jumps,plyometric,3,5.0,,,,5.0,5,
515,98,Hitting Lines,volleyball,1,30.0,,,1800.0,,8,
516,98,Serve Receive,volleyball,1,20.0,,,1200.0,,8,
517,98,Gameplay,volleyball,1,60.0,,,3600.0,,8,
518,99,Backward Treadmill Walk,recovery,1,,,,10.0,,5,
519,99,Spanish Squat Iso Hold,isometric,1,,,,30.0,,4,
520,99,Spanish Squat Iso Hold,isometric,2,,,,30.0,,4,
521,99,Spanish Squat Iso Hold,isometric,3,,,,30.0,,4,
522,99,Calf Iso Hold,isometric,1,,,,30.0,,4,
523,99,Calf Iso Hold,isometric,2,,,,30.0,,5,
524,99,Calf Iso Hold,isometric,3,,,,30.0,,6,
525,100,Back Squat,lower_strength,1,6.0,174.6,,,,10,
526,100,Back Squat,lower_strength,2,6.0,110.1,,,,7,
527,100,Back Squat,lower_strength,3,6.0,234.2,,,,10,
528,100,Trap Bar Deadlift,lower_strength,1,5.0,164.9,,,,8,
529,100,Trap Bar Deadlift,lower_strength,2,5.0,183.3,,,,8,
530,100,Trap Bar Deadlift,lower_strength,3,5.0,154.4,,,,9,
531,100,Romanian Deadlift,lower_strength,1,8.0,249.7,,,,9,
532,100,Romanian Deadlift,lower_strength,2,8.0,112.7,,,,8,
533,100,Romanian Deadlift,lower_strength,3,8.0,145.2,,,,9,
534,100,Bulgarian Split Squat,lower_strength,1,8.0,80.7,,,,8,
535,100,Bulgarian Split Squat,lower_strength,2,8.0,146.7,,,,8,
536,100,Bulgarian Split Squat,lower_strength,3,8.0,197.5,,,,7,
537,100,Seated Calf Raise,lower_strength,1,10.0,146.5,,,,8,
538,100,Seated Calf Raise,lower_strength,2,10.0,219.6,,,,9,
539,100,Seated Calf Raise,lower_strength,3,10.0,73.4,,,,7,
540,102,Trap Bar Deadlift,lower_strength,1,5.0,105.3,,,,8,
541,102,Trap Bar Deadlift,lower_strength,2,5.0,111.4,,,,5,
542,102,Trap Bar Deadlift,lower_strength,3,5.0,205.0,,,,7,
543,102,Romanian Deadlift,lower_strength,1,8.0,126.5,,,,7,
544,102,Romanian Deadlift,lower_strength,2,8.0,177.4,,,,6,
545,102,Romanian Deadlift,lower_strength,3,8.0,223.5,,,,6,
546,102,Bulgarian Split Squat,lower_strength,1,8.0,201.2,,,,5,
547,102,Bulgarian Split Squat,lower_strength,2,8.0,69.1,,,,8,
548,102,Bulgarian Split Squat,lower_strength,3,8.0,179.9,,,,9,
549,102,Seated Calf Raise,lower_strength,1,10.0,94.4,,,,6,
550,102,Seated Calf Raise,lower_strength,2,10.0,131.0,,,,5,
551,102,Seated Calf Raise,lower_strength,3,10.0,147.8,,,,8,
552,103,Serve Receive,volleyball,1,20.0,,,1200.0,,8,
553,103,Gameplay,volleyball,1,60.0,,,3600.0,,5,
554,105,Romanian Deadlift,lower_strength,1,8.0,135.0,,,,10,
555,105,Romanian Deadlift,lower_strength,2,8.0,86.1,,,,10,
556,105,Romanian Deadlift,lower_strength,3,8.0,170.1,,,,10,
557,105,Bulgarian Split Squat,lower_strength,1,8.0,206.5,,,,9,
558,105,Bulgarian Split Squat,lower_strength,2,8.0,234.6,,,,8,
559,105,Bulgarian Split Squat,lower_strength,3,8.0,126.4,,,,8,
560,106,Pogos,plyometric,1,20.0,,,,20.0,5,
561,106,Pogos,plyometric,2,20.0,,,,20.0,7,
562,106,Pogos,plyometric,3,20.0,,,,20.0,7,
563,106,Depth Jumps,plyometric,1,5.0,,,,5.0,7,
564,106,Depth Jumps,plyometric,2,5.0,,,,5.0,6,
565,106,Depth Jumps,plyometric,3,5.0,,,,5.0,9,
566,106,Seated Box Jumps,plyometric,1,5.0,,,,5.0,6,
567,106,Seated Box Jumps,plyometric,2,5.0,,,,5.0,5,
568,106,Seated Box Jumps,plyometric,3,5.0,,,,5.0,6,
569,107,Serve Receive,volleyball,1,20.0,,,1200.0,,7,
570,107,Gameplay,volleyball,1,60.0,,,3600.0,,10,
571,108,Backward Treadmill Walk,recovery,1,,,,10.0,,1,
572,108,Calf Iso Hold,isometric,1,,,,30.0,,1,
573,108,Calf Iso Hold,isometric,2,,,,30.0,,1,
574,108,Calf Iso Hold,isometric,3,,,,30.0,,2,
575,109,Back Squat,lower_strength,1,6.0,240.7,,,,4,
576,109,Back Squat,lower_strength,2,6.0,138.6,,,,6,
577,109,Back Squat,lower_strength,3,6.0,89.9,,,,5,
578,109,Trap Bar Deadlift,lower_strength,1,5.0,239.8,,,,4,
579,109,Trap Bar Deadlift,lower_strength,2,5.0,233.4,,,,5,
580,109,Trap Bar Deadlift,lower_strength,3,5.0,186.0,,,,6,
581,109,Romanian Deadlift,lower_strength,1,8.0,75.3,,,,5,
582,109,Romanian Deadlift,lower_strength,2,8.0,223.9,,,,5,
583,109,Romanian Deadlift,lower_strength,3,8.0,142.2,,,,3,
584,109,Seated Calf Raise,lower_strength,1,10.0,228.9,,,,6,
585,109,Seated Calf Raise,lower_strength,2,10.0,146.9,,,,5,
586,109,Seated Calf Raise,lower_strength,3,10.0,167.7,,,,6,
587,110,Hitting Lines,volleyball,1,30.0,,,1800.0,,9,
588,110,Serve Receive,volleyball,1,20.0,,,1200.0,,8,
589,112,Back Squat,lower_strength,1,6.0,80.0,,,,8,
590,112,Back Squat,lower_strength,2,6.0,148.3,,,,7,
591,112,Back Squat,lower_strength,3,6.0,144.8,,,,7,
592,112,Trap Bar Deadlift,lower_strength,1,5.0,132.9,,,,8,
593,112,Trap Bar Deadlift,lower_strength,2,5.0,204.0,,,,9,
594,112,Trap Bar Deadlift,lower_strength,3,5.0,182.0,,,,8,
595,112,Romanian Deadlift,lower_strength,1,8.0,173.7,,,,8,
596,112,Romanian Deadlift,lower_strength,2,8.0,60.4,,,,6,
597,112,Romanian Deadlift,lower_strength,3,8.0,144.0,,,,7,
598,112,Seated Calf Raise,lower_strength,1,10.0,50.4,,,,6,
599,112,Seated Calf Raise,lower_strength,2,10.0,134.9,,,,7,
600,112,Seated Calf Raise,lower_strength,3,10.0,197.7,,,,8,
601,113,Approach Jumps,plyometric,1,4.0,,,,4.0,9,
602,113,Approach Jumps,plyometric,2,4.0,,,,4.0,10,
603,113,Approach Jumps,plyometric,3,4.0,,,,4.0,6,
604,113,Approach Jumps,plyometric,4,4.0,,,,4.0,8,
605,113,Pogos,plyometric,1,20.0,,,,20.0,8,
606,113,Pogos,plyometric,2,20.0,,,,20.0,10,
607,113,Pogos,plyometric,3,20.0,,,,20.0,8,
608,113,Depth Jumps,plyometric,1,5.0,,,,5.0,9,
609,113,Depth Jumps,plyometric,2,5.0,,,,5.0,8,
610,113,Depth Jumps,plyometric,3,5.0,,,,5.0,8,
611,113,Seated Box Jumps,plyometric,1,5.0,,,,5.0,8,
612,113,Seated Box Jumps,plyometric,2,5.0,,,,5.0,9,
613,113,Seated Box Jumps,plyometric,3,5.0,,,,5.0,8,
614,114,Hitting Lines,volleyball,1,30.0,,,1800.0,,6,
615,114,Serve Receive,volleyball,1,20.0,,,1200.0,,5,
616,114,Gameplay,volleyball,1,60.0,,,3600.0,,5,
617,115,Backward Treadmill Walk,recovery,1,,,,10.0,,2,
618,115,Calf Iso Hold,isometric,1,,,,30.0,,4,
619,115,Calf Iso Hold,isometric,2,,,,30.0,,2,
620,115,Calf Iso Hold,isometric,3,,,,30.0,,1,
621,116,Back Squat,lower_strength,1,6.0,199.9,,,,6,
622,116,Back Squat,lower_strength,2,6.0,71.5,,,,6,
623,116,Back Squat,lower_strength,3,6.0,197.9,,,,5,
624,116,Trap Bar Deadlift,lower_strength,1,5.0,123.4,,,,6,
625,116,Trap Bar Deadlift,lower_strength,2,5.0,151.9,,,,7,
626,116,Trap Bar Deadlift,lower_strength,3,5.0,93.2,,,,4,
627,116,Romanian Deadlift,lower_strength,1,8.0,175.3,,,,7,
628,116,Romanian Deadlift,lower_strength,2,8.0,180.7,,,,5,
629,116,Romanian Deadlift,lower_strength,3,8.0,212.6,,,,7,
630,116,Bulgarian Split Squat,lower_strength,1,8.0,169.9,,,,3,
631,116,Bulgarian Split Squat,lower_strength,2,8.0,156.7,,,,5,
632,116,Bulgarian Split Squat,lower_strength,3,8.0,206.1,,,,4,
633,116,Seated Calf Raise,lower_strength,1,10.0,136.4,,,,7,
634,116,Seated Calf Raise,lower_strength,2,10.0,129.9,,,,5,
635,116,Seated Calf Raise,lower_strength,3,10.0,179.5,,,,5,
636,119,Back Squat,lower_strength,1,6.0,154.7,,,,7,
637,119,Back Squat,lower_strength,2,6.0,161.4,,,,5,
638,119,Back Squat,lower_strength,3,6.0,206.5,,,,7,
639,119,Trap Bar Deadlift,lower_strength,1,5.0,132.0,,,,8,
640,119,Trap Bar Deadlift,lower_strength,2,5.0,79.1,,,,7,
641,119,Trap Bar Deadlift,lower_strength,3,5.0,122.2,,,,6,
642,119,Romanian Deadlift,lower_strength,1,8.0,158.4,,,,9,
643,119,Romanian Deadlift,lower_strength,2,8.0,111.2,,,,8,
644,119,Romanian Deadlift,lower_strength,3,8.0,116.3,,,,5,
645,119,Bulgarian Split Squat,lower_strength,1,8.0,147.1,,,,8,
646,119,Bulgarian Split Squat,lower_strength,2,8.0,181.1,,,,5,
647,119,Bulgarian Split Squat,lower_strength,3,8.0,178.0,,,,6,
648,119,Seated Calf Raise,lower_strength,1,10.0,212.1,,,,7,
649,119,Seated Calf Raise,lower_strength,2,10.0,167.0,,,,6,
650,119,Seated Calf Raise,lower_strength,3,10.0,150.8,,,,7,
651,120,Approach Jumps,plyometric,1,4.0,,,,4.0,9,
652,120,Approach Jumps,plyometric,2,4.0,,,,4.0,8,
653,120,Approach Jumps,plyometric,3,4.0,,,,4.0,10,
654,120,Approach Jumps,plyometric,4,4.0,,,,4.0,8,
655,120,Seated Box Jumps,plyometric,1,5.0,,,,5.0,7,
656,120,Seated Box Jumps,plyometric,2,5.0,,,,5.0,8,
657,120,Seated Box Jumps,plyometric,3,5.0,,,,5.0,9,
658,121,Hitting Lines,volleyball,1,30.0,,,1800.0,,8,
659,121,Serve Receive,volleyball,1,20.0,,,1200.0,,8,
660,121,Gameplay,volleyball,1,60.0,,,3600.0,,7,
661,122,Spanish Squat Iso Hold,isometric,1,,,,30.0,,2,
662,122,Spanish Squat Iso Hold,isometric,2,,,,30.0,,3,
663,122,Spanish Squat Iso Hold,isometric,3,,,,30.0,,4,
664,122,Calf Iso Hold,isometric,1,,,,30.0,,5,
665,122,Calf Iso Hold,isometric,2,,,,30.0,,3,
666,122,Calf Iso Hold,isometric,3,,,,30.0,,4,
667,123,Back Squat,lower_strength,1,6.0,98.5,,,,8,
668,123,Back Squat,lower_strength,2,6.0,138.0,,,,6,
669,123,Back Squat,lower_strength,3,6.0,234.2,,,,6,
670,123,Romanian Deadlift,lower_strength,1,8.0,144.8,,,,9,
671,123,Romanian Deadlift,lower_strength,2,8.0,119.6,,,,8,
672,123,Romanian Deadlift,lower_strength,3,8.0,216.8,,,,8,
673,123,Bulgarian Split Squat,lower_strength,1,8.0,87.1,,,,9,
674,123,Bulgarian Split Squat,lower_strength,2,8.0,119.4,,,,8,
675,123,Bulgarian Split Squat,lower_strength,3,8.0,158.6,,,,8,
676,123,Seated Calf Raise,lower_strength,1,10.0,197.3,,,,10,
677,123,Seated Calf Raise,lower_strength,2,10.0,136.7,,,,7,
678,123,Seated Calf Raise,lower_strength,3,10.0,160.3,,,,7,
679,124,Hitting Lines,volleyball,1,30.0,,,1800.0,,7,
680,126,Seated Calf Raise,lower_strength,1,10.0,140.7,,,,9,
681,126,Seated Calf Raise,lower_strength,2,10.0,123.5,,,,8,
682,126,Seated Calf Raise,lower_strength,3,10.0,134.2,,,,8,
683,127,Approach Jumps,plyometric,1,4.0,,,,4.0,9,
684,127,Approach Jumps,plyometric,2,4.0,,,,4.0,8,
685,127,Approach Jumps,plyometric,3,4.0,,,,4.0,6,
686,127,Approach Jumps,plyometric,4,4.0,,,,4.0,7,
687,127,Pogos,plyometric,1,20.0,,,,20.0,8,
688,127,Pogos,plyometric,2,20.0,,,,20.0,10,
689,127,Pogos,plyometric,3,20.0,,,,20.0,9,
690,127,Depth Jumps,plyometric,1,5.0,,,,5.0,10,
691,127,Depth Jumps,plyometric,2,5.0,,,,5.0,10,
692,127,Depth Jumps,plyometric,3,5.0,,,,5.0,9,
693,127,Seated Box Jumps,plyometric,1,5.0,,,,5.0,8,
694,127,Seated Box Jumps,plyometric,2,5.0,,,,5.0,8,
695,127,Seated Box Jumps,plyometric,3,5.0,,,,5.0,10,
696,128,Serve Receive,volleyball,1,20.0,,,1200.0,,5,
697,129,Backward Treadmill Walk,recovery,1,,,,10.0,,2,
698,129,Spanish Squat Iso Hold,isometric,1,,,,30.0,,2,
699,129,Spanish Squat Iso Hold,isometric,2,,,,30.0,,1,
700,129,Spanish Squat Iso Hold,isometric,3,,,,30.0,,3,
701,129,Calf Iso Hold,isometric,1,,,,30.0,,2,
702,129,Calf Iso Hold,isometric,2,,,,30.0,,1,
703,129,Calf Iso Hold,isometric,3,,,,30.0,,1,
704,130,Trap Bar Deadlift,lower_strength,1,5.0,211.0,,,,8,
705,130,Trap Bar Deadlift,lower_strength,2,5.0,208.9,,,,7,
706,130,Trap Bar Deadlift,lower_strength,3,5.0,76.6,,,,8,
707,130,Romanian Deadlift,lower_strength,1,8.0,189.0,,,,9,
708,130,Romanian Deadlift,lower_strength,2,8.0,119.0,,,,9,
709,130,Romanian Deadlift,lower_strength,3,8.0,132.7,,,,9,
710,130,Bulgarian Split Squat,lower_strength,1,8.0,171.5,,,,9,
711,130,Bulgarian Split Squat,lower_strength,2,8.0,154.8,,,,10,
712,130,Bulgarian Split Squat,lower_strength,3,8.0,223.1,,,,8,
713,130,Seated Calf Raise,lower_strength,1,10.0,79.8,,,,7,
714,130,Seated Calf Raise,lower_strength,2,10.0,187.2,,,,7,
715,130,Seated Calf Raise,lower_strength,3,10.0,126.0,,,,8,
716,131,Hitting Lines,volleyball,1,30.0,,,1800.0,,4,
717,131,Serve Receive,volleyball,1,20.0,,,1200.0,,8,
718,131,Gameplay,volleyball,1,60.0,,,3600.0,,6,
719,133,Back Squat,lower_strength,1,6.0,253.2,,,,7,
720,133,Back Squat,lower_strength,2,6.0,147.6,,,,7,
721,133,Back Squat,lower_strength,3,6.0,34.2,,,,7,
722,133,Trap Bar Deadlift,lower_strength,1,5.0,147.9,,,,6,
723,133,Trap Bar Deadlift,lower_strength,2,5.0,134.9,,,,9,
724,133,Trap Bar Deadlift,lower_strength,3,5.0,262.5,,,,8,
725,133,Romanian Deadlift,lower_strength,1,8.0,143.9,,,,7,
726,133,Romanian Deadlift,lower_strength,2,8.0,189.1,,,,7,
727,133,Romanian Deadlift,lower_strength,3,8.0,106.3,,,,6,
728,133,Seated Calf Raise,lower_strength,1,10.0,197.7,,,,8,
729,133,Seated Calf Raise,lower_strength,2,10.0,139.8,,,,6,
730,133,Seated Calf Raise,lower_strength,3,10.0,186.6,,,,5,
731,134,Approach Jumps,plyometric,1,4.0,,,,4.0,8,
732,134,Approach Jumps,plyometric,2,4.0,,,,4.0,8,
733,134,Approach Jumps,plyometric,3,4.0,,,,4.0,9,
734,134,Approach Jumps,plyometric,4,4.0,,,,4.0,9,
735,134,Pogos,plyometric,1,20.0,,,,20.0,9,
736,134,Pogos,plyometric,2,20.0,,,,20.0,7,
737,134,Pogos,plyometric,3,20.0,,,,20.0,7,
738,134,Depth Jumps,plyometric,1,5.0,,,,5.0,8,
739,134,Depth Jumps,plyometric,2,5.0,,,,5.0,9,
740,134,Depth Jumps,plyometric,3,5.0,,,,5.0,8,
741,134,Seated Box Jumps,plyometric,1,5.0,,,,5.0,9,
742,134,Seated Box Jumps,plyometric,2,5.0,,,,5.0,8,
743,134,Seated Box Jumps,plyometric,3,5.0,,,,5.0,9,
744,135,Hitting Lines,volleyball,1,30.0,,,1800.0,,8,
745,135,Serve Receive,volleyball,1,20.0,,,1200.0,,6,
746,135,Gameplay,volleyball,1,60.0,,,3600.0,,8,
747,137,Back Squat,lower_strength,1,6.0,275.2,,,,6,
748,137,Back Squat,lower_strength,2,6.0,169.5,,,,6,
749,137,Back Squat,lower_strength,3,6.0,178.0,,,,8,
750,137,Bulgarian Split Squat,lower_strength,1,8.0,246.0,,,,5,
751,137,Bulgarian Split Squat,lower_strength,2,8.0,203.7,,,,4,
752,137,Bulgarian Split Squat,lower_strength,3,8.0,100.7,,,,6,
753,137,Seated Calf Raise,lower_strength,1,10.0,228.1,,,,7,
754,137,Seated Calf Raise,lower_strength,2,10.0,188.1,,,,6,
755,137,Seated Calf Raise,lower_strength,3,10.0,151.0,,,,6,
756,138,Hitting Lines,volleyball,1,30.0,,,1800.0,,8,
757,138,Serve Receive,volleyball,1,20.0,,,1200.0,,8,
758,140,Trap Bar Deadlift,lower_strength,1,5.0,152.0,,,,8,
759,140,Trap Bar Deadlift,lower_strength,2,5.0,161.8,,,,9,
760,140,Trap Bar Deadlift,lower_strength,3,5.0,102.4,,,,7,
761,140,Romanian Deadlift,lower_strength,1,8.0,157.5,,,,7,
762,140,Romanian Deadlift,lower_strength,2,8.0,106.0,,,,6,
763,140,Romanian Deadlift,lower_strength,3,8.0,102.1,,,,10,
764,140,Bulgarian Split Squat,lower_strength,1,8.0,256.0,,,,7,
765,140,Bulgarian Split Squat,lower_strength,2,8.0,157.8,,,,6,
766,140,Bulgarian Split Squat,lower_strength,3,8.0,138.9,,,,7,
767,140,Seated Calf Raise,lower_strength,1,10.0,162.9,,,,8,
768,140,Seated Calf Raise,lower_strength,2,10.0,123.2,,,,7,
769,140,Seated Calf Raise,lower_strength,3,10.0,192.8,,,,7,
770,141,Approach Jumps,plyometric,1,4.0,,,,4.0,6,
771,141,Approach Jumps,plyometric,2,4.0,,,,4.0,7,
772,141,Approach Jumps,plyometric,3,4.0,,,,4.0,5,
773,141,Approach Jumps,plyometric,4,4.0,,,,4.0,5,
774,141,Pogos,plyometric,1,20.0,,,,20.0,6,
775,141,Pogos,plyometric,2,20.0,,,,20.0,5,
776,141,Pogos,plyometric,3,20.0,,,,20.0,4,
777,143,Spanish Squat Iso Hold,isometric,1,,,,30.0,,1,
778,143,Spanish Squat Iso Hold,isometric,2,,,,30.0,,2,
779,143,Spanish Squat Iso Hold,isometric,3,,,,30.0,,1,
780,143,Calf Iso Hold,isometric,1,,,,30.0,,2,
781,143,Calf Iso Hold,isometric,2,,,,30.0,,2,
782,143,Calf Iso Hold,isometric,3,,,,30.0,,2,
783,144,Trap Bar Deadlift,lower_strength,1,5.0,92.8,,,,8,
784,144,Trap Bar Deadlift,lower_strength,2,5.0,170.0,,,,5,
785,144,Trap Bar Deadlift,lower_strength,3,5.0,129.3,,,,6,
786,144,Bulgarian Split Squat,lower_strength,1,8.0,131.6,,,,5,
787,144,Bulgarian Split Squat,lower_strength,2,8.0,166.7,,,,5,
788,144,Bulgarian Split Squat,lower_strength,3,8.0,142.0,,,,7,
789,144,Seated Calf Raise,lower_strength,1,10.0,192.7,,,,5,
790,144,Seated Calf Raise,lower_strength,2,10.0,139.5,,,,5,
791,144,Seated Calf Raise,lower_strength,3,10.0,127.8,,,,5,
792,145,Hitting Lines,volleyball,1,30.0,,,1800.0,,8,
793,145,Serve Receive,volleyball,1,20.0,,,1200.0,,6,
794,147,Back Squat,lower_strength,1,6.0,123.0,,,,8,
795,147,Back Squat,lower_strength,2,6.0,211.0,,,,7,
796,147,Back Squat,lower_strength,3,6.0,115.9,,,,5,
797,147,Trap Bar Deadlift,lower_strength,1,5.0,210.3,,,,7,
798,147,Trap Bar Deadlift,lower_strength,2,5.0,168.9,,,,8,
799,147,Trap Bar Deadlift,lower_strength,3,5.0,90.0,,,,7,
800,147,Romanian Deadlift,lower_strength,1,8.0,127.9,,,,8,
801,147,Romanian Deadlift,lower_strength,2,8.0,166.2,,,,8,
802,147,Romanian Deadlift,lower_strength,3,8.0,239.1,,,,7,
803,147,Seated Calf Raise,lower_strength,1,10.0,222.6,,,,8,
804,147,Seated Calf Raise,lower_strength,2,10.0,128.4,,,,8,
805,147,Seated Calf Raise,lower_strength,3,10.0,165.0,,,,8,
